"college_names","college_zipcodes","college_latitudes","college_longitudes","college_admission_rates","college_STEM_degrees","college_in_state_cost","college_out_state_cost","public_avg_cost_25","public_avg_cost_50","public_avg_cost_75","public_avg_cost_100","public_avg_cost_rest","private_avg_cost_25","private_avg_cost_50","private_avg_cost_75","private_avg_cost_100","private_avg_cost_rest","title_4_public","title_4_private","faculty_salary","median_grad_debt","household_income","grad_income_10th.2","grad_income_25th.2","grad_income_75th.2","grad_income_90th.2","grad_income_10th.6","grad_income_25th.6","grad_income_75th.6","grad_income_90th.6"
"Bethany Global University",NA,44.79777,-93.372331,0.6452,0,13000,13000,NA,NA,NA,NA,NA,7155,NA,6105,NA,NA,NA,3,4252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay Area College of Nursing",NA,37.42114,-122.101181,NA,0,NA,NA,NA,NA,NA,NA,NA,26527,26200,26310,28448,25961,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bella Academy of Cosmetology",NA,44.017875,-88.541681,NA,0,NA,NA,NA,NA,NA,NA,NA,6985,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Princess Beauty School",NA,42.326528,-83.292683,NA,0,NA,NA,NA,NA,NA,NA,NA,12320,NA,13376,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HVAC Technical Institute",NA,41.80894,-87.734811,NA,0,NA,NA,NA,NA,NA,NA,NA,15122,22093,19087,NA,NA,NA,6,NA,6851,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unilatina International College",NA,25.979309,-80.281685,NA,0,8907,8907,NA,NA,NA,NA,NA,18577,NA,NA,NA,NA,NA,1,3889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Francisco School of Digital Filmmaking",NA,37.782136,-122.407193,NA,0,NA,NA,NA,NA,NA,NA,NA,31732,30005,NA,NA,35510,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Center for Ultrasound Research & Education",10604,41.0285,-73.745181,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Culinary Tech Center",NA,40.75406,-73.999001,NA,0,NA,NA,NA,NA,NA,NA,NA,17243,17878,NA,NA,NA,NA,44,NA,6333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Randolph Technical Center",NA,38.943131,-79.852568,0.38,0,NA,NA,10520,11496,14402,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AMG School of Licensed Practical Nursing",NA,40.694258,-73.982436,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Michael College of Allied Health",NA,38.73218,-77.100551,NA,0,16300,16300,NA,NA,NA,NA,NA,33328,34000,NA,NA,NA,NA,26,3248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Presidio Graduate School",NA,37.80026,-122.475261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sandra Academy of Salon Services Inc",NA,36.438435,-83.607104,NA,0,NA,NA,NA,NA,NA,NA,NA,16471,15437,18087,NA,NA,NA,33,NA,5696,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright Graduate University for the Realization of Human Potential",NA,42.793212,-88.602515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dermalogica Academy",NA,40.74274,-73.994961,NA,0,NA,NA,NA,NA,NA,NA,NA,13377,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"California Jazz Conservatory",NA,37.871144,-122.268698,1,0,17950,17950,NA,NA,NA,NA,NA,NA,NA,18848,NA,NA,NA,1,6034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"California Barber and Beauty College",NA,32.75722,-117.081321,NA,0,NA,NA,NA,NA,NA,NA,NA,9997,10898,12898,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laredo CHI Academy Beauty School",NA,27.57564,-99.467211,NA,0,NA,NA,NA,NA,NA,NA,NA,11415,12954,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida International Training Institute",NA,25.79639,-80.346881,0.8,0,NA,NA,NA,NA,NA,NA,NA,31326,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Training Domain",NA,26.55882,-81.878721,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gould's Academy",NA,35.097964,-89.85874,NA,0,NA,NA,NA,NA,NA,NA,NA,14311,NA,16838,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aviation Institute of Maintenance",NA,37.725836,-122.202245,NA,0,17897,17897,NA,NA,NA,NA,NA,26795,25351,31081,NA,NA,NA,9,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paul Mitchell the School-Tulsa",NA,36.13163,-95.819701,NA,0,NA,NA,NA,NA,NA,NA,NA,12418,NA,NA,NA,NA,NA,28,NA,9386,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PPG Technical College",NA,18.246684,-66.035422,NA,0,7600,7600,NA,NA,NA,NA,NA,6559,8206,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wave Leadership College",NA,36.86471,-76.043121,NA,0,6470,6470,NA,NA,NA,NA,NA,14177,NA,NA,NA,NA,NA,2,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Joseph's School of Nursing",NA,34.697367,-118.145202,NA,0,NA,NA,NA,NA,NA,NA,NA,30091,NA,NA,30191,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy of Professional Cosmetology",NA,36.35511,-94.157331,NA,0,NA,NA,NA,NA,NA,NA,NA,9687,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empire Beauty School-Northlake",NA,33.847927,-84.257041,NA,0,NA,NA,NA,NA,NA,NA,NA,14231,16689,18774,18774,NA,NA,30,NA,12041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ross Medical Education Center-Huntsville",NA,34.73642,-86.661141,NA,0,NA,NA,NA,NA,NA,NA,NA,20216,17588,20638,23318,NA,NA,13,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ross Medical Education Center-Knoxville",NA,35.913025,-84.098392,NA,0,NA,NA,NA,NA,NA,NA,NA,22620,NA,NA,NA,NA,NA,2,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Branford Hall Career Institute-Woodland Park",7424,40.89088,-74.210781,NA,0,NA,NA,NA,NA,NA,NA,NA,17551,18007,15630,NA,NA,NA,14,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jolie Health & Beauty Academy-Cherry Hill",8003,39.87956,-75.005181,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ross Medical Education Center-Muncie",NA,40.23238,-85.390811,NA,0,NA,NA,NA,NA,NA,NA,NA,19499,NA,NA,NA,NA,NA,18,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cortiva Institute-Florida-Texas Center for Massage Therapy",NA,32.6769,-97.119031,NA,0,NA,NA,NA,NA,NA,NA,NA,19351,20250,22389,NA,NA,NA,28,NA,7917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tulsa Welding School-Houston",NA,29.95043,-95.412531,NA,0,NA,NA,NA,NA,NA,NA,NA,27384,27254,27168,27355,24465,NA,124,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima Medical Institute-El Paso",NA,31.738175,-106.32674,NA,0,NA,NA,NA,NA,NA,NA,NA,9990,NA,NA,NA,NA,NA,1,6256,8708,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pima Medical Institute-Phoenix",NA,33.49417,-112.051121,NA,0,NA,NA,NA,NA,NA,NA,NA,22068,22150,23027,24043,NA,NA,95,4333,7804,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambria Rowe Business College-School of Technology",NA,40.28401,-78.836596,NA,0,17640,17640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4362,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kennesaw State University",30144,34.032662,-84.580393,0.5855,0.0461,6060,16636,14960,15863,18355,19929,20214,NA,NA,NA,NA,NA,2829,NA,6610,21200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin Academy a Paul Mitchell Partner Group-PMTS Lincoln",NA,40.75623,-96.642111,NA,0,NA,NA,NA,NA,NA,NA,NA,13042,14144,16544,NA,NA,NA,5,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All Beauty College",NA,34.496283,-114.337955,NA,0,NA,NA,NA,NA,NA,NA,NA,11109,NA,NA,NA,NA,NA,11,NA,6933,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Suffolk BOCES",NA,40.927872,-72.671979,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Suffolk BOCES",NA,40.745205,-73.110608,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milligan College",37682,36.299318,-82.294641,0.6517,0,29830,29830,NA,NA,NA,NA,NA,14032,15443,18973,20333,23126,NA,128,5634,25500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chamberlain College of Nursing-Nevada",NA,36.18502,-115.313951,1,0,18000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6778,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chamberlain College of Nursing-Michigan",NA,42.556522,-83.150897,1,0,18000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6226,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chamberlain College of Nursing-New Jersey",NA,40.465719,-74.443957,0.75,0,18000,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6409,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hussian College-Relativity Campus California",NA,34.054384,-118.260085,0.7676,0,39600,39600,NA,NA,NA,NA,NA,46222,NA,47869,NA,46432,NA,17,5917,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paul Mitchell the School-Madison",NA,43.065541,-89.50372,NA,0,NA,NA,NA,NA,NA,NA,NA,15888,NA,NA,NA,NA,NA,2,NA,16000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The University of Tennessee-Health Science Center",38163,35.138781,-90.033174,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10513,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Unitech Training Academy-Metairie",NA,30.009722,-90.219939,NA,0,NA,NA,NA,NA,NA,NA,NA,22402,NA,NA,NA,NA,NA,39,NA,7917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wade Gordon Hairdressing Academy-Lubbock",NA,33.52441,-101.869881,NA,0,NA,NA,NA,NA,NA,NA,NA,16881,NA,NA,NA,NA,NA,2,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Protege Academy",NA,43.6113,-84.750881,NA,0,NA,NA,NA,NA,NA,NA,NA,8754,NA,NA,NA,12402,NA,35,NA,12690,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emory University-Oxford College",30267,33.619289,-83.867657,0.3863,0,41614,41614,NA,NA,NA,NA,NA,16869,12742,23859,28138,38792,NA,233,8036,17233,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Academy of Personal Training-Boston Campus",NA,42.35069,-71.076281,NA,0,NA,NA,NA,NA,NA,NA,NA,7880,8074,4574,NA,NA,NA,21,NA,3167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Chicago School of Professional Psychology at Xavier University of Louisiana",NA,29.963649,-90.107006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Regional Technical College",31792,30.861425,-83.949244,NA,0.0194,2614,4750,1360,2314,4083,7440,NA,NA,NA,NA,NA,NA,249,NA,4508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas College of Cosmetology-Lubbock",NA,33.56118,-101.924511,NA,0,NA,NA,NA,NA,NA,NA,NA,11306,12391,12890,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ammi Barber Academy",NA,30.06771,-99.178701,NA,0,NA,NA,NA,NA,NA,NA,NA,2940,2690,7940,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Arizona-South",85635,31.566237,-110.249213,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7074,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fortis College-Cuyahoga Falls",44221,41.14371,-81.470571,NA,0,14992,14992,NA,NA,NA,NA,NA,23801,22410,24655,27270,29894,NA,107,4899,13875,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sunstate Academy-Jones Technical Institute",NA,30.20892,-81.560811,NA,0,10725,10725,NA,NA,NA,NA,NA,17443,19494,22941,22941,NA,NA,36,5475,9155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas State Technical College",76705,31.632364,-97.084073,NA,0.2413,4386,9660,7287,10701,10701,10701,10701,NA,NA,NA,NA,NA,1341,NA,4187,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aveda Institute Portland-Vancouver Campus",NA,45.643687,-122.603834,NA,0,NA,NA,NA,NA,NA,NA,NA,16971,NA,NA,NA,NA,NA,19,NA,13487,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American National University-Stow",NA,41.161135,-81.401206,NA,0,11466,11466,NA,NA,NA,NA,NA,19154,17265,NA,NA,NA,NA,3,3589,27398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American National University-Willoughby Hills",NA,41.58265,-81.486554,NA,0,11466,11466,NA,NA,NA,NA,NA,16608,NA,NA,NA,NA,NA,1,3434,27398,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arizona College-Las Vegas",NA,36.1456,-115.171331,NA,0,18470,18470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3750,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College",NA,26.009329,-80.245648,NA,0.2418,15239,15239,NA,NA,NA,NA,NA,46544,45941,48481,50044,NA,NA,81,5168,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-West Palm Beach",NA,26.70538,-80.136711,NA,0.2711,NA,NA,NA,NA,NA,NA,NA,41564,41038,NA,NA,NA,NA,22,3900,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Hialeah",NA,25.855683,-80.318591,NA,0,NA,NA,NA,NA,NA,NA,NA,45274,44619,48143,NA,48683,NA,66,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Lauderdale Lakes",NA,26.167472,-80.203295,NA,0.2469,15239,15239,NA,NA,NA,NA,NA,43283,43203,45566,NA,NA,NA,149,7321,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Tampa",NA,27.98038,-82.336981,NA,0.3538,NA,NA,NA,NA,NA,NA,NA,44206,44579,46090,NA,NA,NA,39,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Jacksonville",NA,30.19596,-81.750891,NA,0.2415,15239,15239,NA,NA,NA,NA,NA,41863,40962,43443,44890,40591,NA,84,5851,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Boynton Beach",NA,26.54289,-80.092161,NA,0.1133,14568,14568,NA,NA,NA,NA,NA,43705,43460,46296,47820,47820,NA,52,5067,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Margate",NA,26.267883,-80.201813,NA,0.2876,NA,NA,NA,NA,NA,NA,NA,39780,39644,40238,42855,NA,NA,30,3825,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Kendall",NA,25.69139,-80.383121,NA,0.2696,15308,15308,NA,NA,NA,NA,NA,44996,45616,46944,49131,49131,NA,94,4685,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-Orlando",NA,28.56052,-81.309471,NA,0.2747,NA,NA,NA,NA,NA,NA,NA,46987,47897,48370,NA,NA,NA,89,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-UEI College-Phoenix",NA,33.57027,-112.116131,NA,0.186,NA,NA,NA,NA,NA,NA,NA,42752,45015,44606,NA,NA,NA,35,3640,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida Career College-UEI College-Houston",NA,30.022546,-95.431124,NA,0.32,NA,NA,NA,NA,NA,NA,NA,45980,46193,47894,NA,NA,NA,67,3583,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aveda Institute-Madison",NA,43.072676,-89.399026,NA,0,NA,NA,NA,NA,NA,NA,NA,10706,12362,11122,13426,15102,NA,15,NA,7917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Husson University",NA,44.825657,-68.791753,0.8049,0,16582,16582,NA,NA,NA,NA,NA,14830,14396,17606,21481,24174,NA,450,7007,25000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tricoci University of Beauty Culture-Elgin",NA,42.026926,-88.338747,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Concorde Career College-Southaven",38671,34.97616,-89.989101,NA,0,NA,NA,NA,NA,NA,NA,NA,19469,19684,20484,21974,NA,NA,149,3008,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Universal Technical Institute-Southern California",NA,33.825029,-118.143844,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18243,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northwest University-College of Adult and Professional Studies",98033,47.658397,-122.19617,NA,0,9887,9887,NA,NA,NA,NA,NA,13177,13779,16322,17882,17882,NA,34,6666,21532.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Celebrity Barber School",NA,32.521868,-92.082918,NA,0,NA,NA,NA,NA,NA,NA,NA,16925,NA,NA,NA,NA,NA,3,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"American Academy of Cosmetology-Delray Beach",NA,26.46102,-80.119201,NA,0,NA,NA,NA,NA,NA,NA,NA,13398,15508,17418,NA,NA,NA,7,NA,9500,NA,NA,NA,NA,NA,NA,NA,NA,NA
"California Institute of Advanced Management",91731,34.07144,-118.061091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy of Interactive Entertainment",NA,30.22001,-92.043361,0.7246,0,17000,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepherd University",90065,34.11673,-118.248521,NA,0,19576,19576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Temple Annapolis-A Paul Mitchell Partner School",NA,38.980365,-76.542916,NA,0,NA,NA,NA,NA,NA,NA,NA,19228,NA,NA,NA,NA,NA,4,NA,14041.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troy University-Phenix City Campus",368694419,NA,NA,NA,NA,7924,14812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,49132.68,8300,17800,42600,60300,9700,21500,51500,70800
"Troy University-Montgomery Campus",361034419,NA,NA,NA,NA,7924,14812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,49132.68,8300,17800,42600,60300,9700,21500,51500,70800
"Troy University-Dothan Campus",363034419,NA,NA,NA,NA,7924,14812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,49132.68,8300,17800,42600,60300,9700,21500,51500,70800
"Troy University-Online",360825327,NA,NA,NA,NA,8112,8112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,49132.68,8300,17800,42600,60300,9700,21500,51500,70800
"Troy University-Support Locations",360825327,NA,NA,NA,NA,6000,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,NA,17800,42600,NA,NA,21500,51500,NA
"Arkansas College of Barbering and Hair Design",722054949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Arkansas College of Barbering & Hair Design -  SWLR Campus",722094949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16296,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harding School of Theology",381175499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000,NA,8600,19500,46700,60000,9000,23300,56000,77800
"Career Academy of Hair Design-Siloam Springs",727614217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Career Academy of Hair Design-Rogers",727562102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Career Academy of Hair Design-Fayetteville",727014217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7885,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Academy of Salon and Spa -",744645485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9833,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Arkansas Community College at Hope - Texarkana",718541467,NA,NA,NA,NA,2460,4770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryan University - Tempe",852811495,NA,NA,NA,NA,12975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20252,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alliant International University-Fresno",937272014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,14300,33500,77100,88300,12000,31000,86000,103900
"Alliant International University-Los Angeles",918031221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,14300,33500,77100,88300,12000,31000,86000,103900
"Alliant International University-San Francisco",941331221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,14300,33500,77100,88300,12000,31000,86000,103900
"Alliant International University-Irvine",926061221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,14300,33500,77100,88300,12000,31000,86000,103900
"Alliant International University-Sacramento",958331221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,14300,33500,77100,88300,12000,31000,86000,103900
"Casa Loma College-Anaheim Campus",928012666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18320,58455.73,11000,24600,54500,73300,10000,30200,67500,84600
"Marinello School of Beauty-Bell",90201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-City of Industry",91748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-Paramount",90723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-Huntington Beach",92646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-Layton",84041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-Ogden",84405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-Murrieta",92563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-Napa",94559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9882,NA,NA,7900,26600,NA,NA,NA,NA,NA
"Marinello School of Beauty-Seaside",93955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9683,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marinello School of Beauty-San Mateo",94401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9683,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marinello School of Beauty-Hayward",94541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9683,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marinello School of Beauty-Castro Valley",94546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9683,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marinello School of Beauty-Palmdale",93551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9988,NA,NA,9500,27400,NA,NA,NA,NA,NA
"Marinello School of Beauty-San Rafael",94901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10225,NA,NA,5800,20300,NA,NA,NA,NA,NA
